label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
fallingdown,0.574116587638855,-0.11202691495418549,-1.0518219470977783,0.9911466836929321,0.5754754543304443,-0.1716051548719406,-1.0052272081375122,0.9881804585456848,0.5848358869552612,-0.16785669326782227,-1.0054545402526855,0.9884922504425049,0.5946241021156311,-0.16377760469913483,-1.005991816520691,0.98647540807724,0.5500208139419556,-0.19055964052677155,-1.0832841396331787,0.9917793273925781,0.5357332229614258,-0.18871815502643585,-1.0834547281265259,0.9930521845817566,0.5157175064086914,-0.191504567861557,-1.0842297077178955,0.9916849732398987,0.6124401688575745,-0.11112501472234726,-0.6653412580490112,0.9873861074447632,0.4448860287666321,-0.18576312065124512,-0.9749817848205566,0.9957501888275146,0.5640674233436584,-0.047150179743766785,-0.9133410453796387,0.9956945180892944,0.5174332857131958,-0.054393284022808075,-1.0167553424835205,0.9983216524124146,0.547055184841156,0.22381795942783356,-0.37101271748542786,0.9920196533203125,0.211223766207695,0.13188821077346802,-0.8906252980232239,0.9980382323265076,0.4974948763847351,0.607631266117096,0.0011614016257226467,0.2054027020931244,0.03773867338895798,0.5785461068153381,-0.8840473294258118,0.713546872138977,0.517989456653595,0.9825906753540039,-0.01414528675377369,0.14221996068954468,-0.07720769941806793,0.8491644263267517,-0.9330697059631348,0.3887743353843689,0.5580803751945496,1.0965698957443237,-0.04163280501961708,0.11985364556312561,-0.12355439364910126,0.9287970662117004,-1.005688190460205,0.3595007359981537,0.5449758172035217,1.1069096326828003,-0.12242426723241806,0.13708999752998352,-0.10752789676189423,0.9283349514007568,-1.1288052797317505,0.4067787230014801,0.5216566324234009,1.0648956298828125,-0.05264650657773018,0.14835260808467865,-0.08124478906393051,0.9022974371910095,-0.915555477142334,0.3903217613697052,0.3555806279182434,0.9039397835731506,0.11486244201660156,0.24585798382759094,0.16918227076530457,0.9140182733535767,-0.11453666538000107,0.20981650054454803,0.3263567090034485,1.4982830286026,0.5860971808433533,0.02833443321287632,0.11263071000576019,1.4793950319290161,0.34405258297920227,0.02897474728524685,0.2991131544113159,1.991226077079773,1.3949214220046997,0.006050430703908205,0.07167460769414902,1.9580684900283813,1.1863259077072144,0.007759385276585817,0.28382131457328796,2.0727813243865967,1.4587090015411377,0.003991047851741314,0.048029858618974686,2.0350866317749023,1.2551177740097046,0.010505292564630508,0.3245888352394104,2.1608521938323975,1.0579630136489868,0.011762856505811214,0.13578884303569794,2.1188161373138428,0.7638099193572998,0.009155504405498505
fallingdown,0.7503626346588135,0.09065154939889908,0.2358483374118805,0.9925743341445923,0.741787314414978,0.07325809448957443,0.17684778571128845,0.9910001158714294,0.7346335649490356,0.07371535152196884,0.17677704989910126,0.991184651851654,0.7274225950241089,0.07446055859327316,0.17663109302520752,0.9898847341537476,0.7612033486366272,0.07321179658174515,0.182479590177536,0.9928634762763977,0.767608106136322,0.07368233054876328,0.18240974843502045,0.993336021900177,0.7741562724113464,0.0744170993566513,0.18210986256599426,0.992072343826294,0.7163268327713013,0.08558202534914017,-0.025890875607728958,0.9910346865653992,0.7867621183395386,0.08790674060583115,-0.003074655309319496,0.9956035614013672,0.7396233677864075,0.10874780267477036,0.1739233434200287,0.9963994026184082,0.759946346282959,0.109825000166893,0.18114542961120605,0.9978681206703186,0.6367976069450378,0.2052367478609085,-0.15894702076911926,0.9945706725120544,0.8459939956665039,0.22171376645565033,-0.06004735827445984,0.9981793761253357,0.6063638925552368,0.41007888317108154,-0.23012173175811768,0.4696999490261078,0.8673388361930847,0.4512682855129242,-0.024902600795030594,0.7485626339912415,0.5986599922180176,0.606764018535614,-0.14480873942375183,0.3589942455291748,0.821428656578064,0.531404972076416,0.12149219214916229,0.4093473553657532,0.5959179401397705,0.6548084020614624,-0.14152643084526062,0.29754236340522766,0.8061482310295105,0.5599498748779297,0.16205699741840363,0.36118218302726746,0.6042958498001099,0.656903862953186,-0.12822945415973663,0.30280667543411255,0.7860224843025208,0.5543714165687561,0.14667223393917084,0.3859099745750427,0.6092668771743774,0.6385419368743896,-0.1370231807231903,0.2933776080608368,0.7869516611099243,0.5441520810127258,0.11894886195659637,0.3756575286388397,0.6721529960632324,0.6324744820594788,-0.013592015020549297,0.5041393041610718,0.7849332094192505,0.6443045139312744,0.013505415990948677,0.4798520803451538,0.7067921161651611,0.8566744327545166,0.20248094201087952,0.25233712792396545,0.7832266092300415,0.886233925819397,0.18756376206874847,0.1901528239250183,0.7120851278305054,1.0632574558258057,0.35075777769088745,0.1471956968307495,0.7996577024459839,1.1349958181381226,0.3308928310871124,0.09808951616287231,0.7192179560661316,1.1156152486801147,0.36646202206611633,0.1637502908706665,0.7943371534347534,1.1790577173233032,0.34953930974006653,0.16915440559387207,0.7224379777908325,1.0059565305709839,0.3568725883960724,0.07189057767391205,0.8193743824958801,1.1519180536270142,0.31982478499412537,0.04323119670152664
fallingdown,0.7184889316558838,0.3729563355445862,0.3288976848125458,0.9872725009918213,0.7158785462379456,0.36042383313179016,0.3166734278202057,0.9882826805114746,0.7139536738395691,0.36040666699409485,0.3164791166782379,0.9876796007156372,0.7120242714881897,0.36055511236190796,0.3164413571357727,0.9878898859024048,0.7216873168945312,0.3615994453430176,0.31886744499206543,0.9872413873672485,0.7238061428070068,0.3624569773674011,0.31883931159973145,0.9846929311752319,0.726219654083252,0.3634476363658905,0.31852585077285767,0.984158992767334,0.7098990082740784,0.3713371455669403,0.2408849000930786,0.9903396964073181,0.730855405330658,0.3750017583370209,0.2524067759513855,0.9886201024055481,0.7153819799423218,0.3889715075492859,0.3023192882537842,0.994195818901062,0.7204712629318237,0.39115700125694275,0.3056109547615051,0.9938563704490662,0.654816210269928,0.4630190134048462,0.1266428381204605,0.9960851073265076,0.7627683877944946,0.4728015959262848,0.18405398726463318,0.9972556829452515,0.6466338634490967,0.6176282167434692,0.0634199008345604,0.5970092415809631,0.7692491412162781,0.6563273668289185,0.12253798544406891,0.6509109735488892,0.6606077551841736,0.7326505780220032,0.01885678991675377,0.29549935460090637,0.7589436173439026,0.7483823299407959,0.12349311262369156,0.2664467692375183,0.6605792045593262,0.7576619386672974,0.02202443964779377,0.24401412904262543,0.7620301842689514,0.7728748917579651,0.12907478213310242,0.23627778887748718,0.6609171628952026,0.7538283467292786,0.025568176060914993,0.2440708428621292,0.7461862564086914,0.7686219811439514,0.12643004953861237,0.2502165734767914,0.6630710363388062,0.7459391951560974,0.020276131108403206,0.234030619263649,0.7456419467926025,0.7633046507835388,0.12095339596271515,0.2476157546043396,0.7011810541152954,0.7316175699234009,-0.005881270859390497,0.7038078904151917,0.7529720664024353,0.7385566234588623,0.005938578397035599,0.6883057355880737,0.7153818011283875,0.9148355722427368,-0.15525910258293152,0.3417528569698334,0.7512331604957581,0.9272822737693787,-0.09567157924175262,0.30300769209861755,0.7345024347305298,1.058188557624817,-0.5712713599205017,0.21276815235614777,0.769732654094696,1.10264253616333,-0.5571514368057251,0.1506989300251007,0.739804208278656,1.086214542388916,-0.6199785470962524,0.2676912546157837,0.7715597152709961,1.1378659009933472,-0.6049317717552185,0.29151973128318787,0.7311612367630005,1.0888937711715698,-0.7128550410270691,0.1156189814209938,0.7647887468338013,1.136300802230835,-0.6821416020393372,0.07604310661554337
fallingdown,0.6952131390571594,0.5303615927696228,0.3996739685535431,0.9179282784461975,0.6968153715133667,0.5196641087532043,0.40667328238487244,0.9177764058113098,0.6974469423294067,0.5195064544677734,0.4065171182155609,0.9227645993232727,0.6957459449768066,0.5195798277854919,0.4062795639038086,0.9206381440162659,0.6930993795394897,0.5193559527397156,0.4122787117958069,0.9179295897483826,0.6911977529525757,0.5189924836158752,0.41232770681381226,0.9134488105773926,0.6892807483673096,0.5186911225318909,0.41190069913864136,0.9148927927017212,0.7003607153892517,0.5207695364952087,0.4106895923614502,0.9333233833312988,0.6900951862335205,0.5186049342155457,0.4316440522670746,0.9227042198181152,0.6979690194129944,0.5217417478561401,0.3931275010108948,0.9051527976989746,0.6938177347183228,0.5367733240127563,0.3986426293849945,0.9044333100318909,0.7137106657028198,0.557385265827179,0.2623569965362549,0.9952625632286072,0.7017319798469543,0.5367082953453064,0.3628973364830017,0.994044303894043,0.6959342360496521,0.6618950963020325,0.17705774307250977,0.5204694867134094,0.6655874848365784,0.6061382293701172,0.2102811634540558,0.47126147150993347,0.6784932613372803,0.7346556186676025,0.12479223310947418,0.2274433672428131,0.6842089891433716,0.6672771573066711,0.051488377153873444,0.19231809675693512,0.6721370220184326,0.7585242986679077,0.13492269814014435,0.20517082512378693,0.6869083642959595,0.6808531880378723,0.041495390236377716,0.1771363914012909,0.6734026670455933,0.7452599406242371,0.13246075809001923,0.20765195786952972,0.6875238418579102,0.6777650713920593,0.030310973525047302,0.18510979413986206,0.6744747161865234,0.734784722328186,0.129541277885437,0.20888474583625793,0.6913555264472961,0.6716850996017456,0.04204467684030533,0.1909581422805786,0.7163082957267761,0.6814584732055664,-0.022860543802380562,0.8227778077125549,0.7125229835510254,0.6749680042266846,0.02227177657186985,0.813161313533783,0.7221288681030273,0.8887961506843567,-0.07936447858810425,0.43050146102905273,0.7135818600654602,0.8731988072395325,-0.07189424335956573,0.3604503273963928,0.7411981821060181,1.055692434310913,-0.1555163413286209,0.19723358750343323,0.7419583797454834,1.061053991317749,-0.14004471898078918,0.14910295605659485,0.7508190870285034,1.0850118398666382,-0.16338978707790375,0.30313640832901,0.7476752996444702,1.0993083715438843,-0.14508099853992462,0.3177664875984192,0.7326117753982544,1.112267017364502,-0.23897907137870789,0.10435502231121063,0.7449541091918945,1.114007592201233,-0.22041109204292297,0.07697264105081558
fallingdown,0.6933056712150574,0.827789306640625,0.08630292862653732,0.8575261235237122,0.6840260028839111,0.8382434248924255,0.11727962642908096,0.8664822578430176,0.680199921131134,0.8369885683059692,0.11726512014865875,0.872137188911438,0.6764799952507019,0.8356252312660217,0.11722159385681152,0.8735508322715759,0.6948975920677185,0.843360185623169,0.11183712631464005,0.8609541058540344,0.6985907554626465,0.8456429243087769,0.11181864887475967,0.8538064956665039,0.702190637588501,0.8479416370391846,0.11153057962656021,0.8615926504135132,0.6755920648574829,0.8318792581558228,0.216203972697258,0.8954454660415649,0.7111892104148865,0.8475799560546875,0.18657943606376648,0.9002238512039185,0.6924541592597961,0.8143841028213501,0.1171344667673111,0.9037225246429443,0.705258846282959,0.8204389810562134,0.1081145778298378,0.9025497436523438,0.688553512096405,0.8140627145767212,0.17944976687431335,0.9937539100646973,0.7597659826278687,0.8309301733970642,0.14507345855236053,0.9905848503112793,0.6731524467468262,0.9301114678382874,0.06552187353372574,0.442345529794693,0.7918762564659119,0.918547511100769,-0.004472037777304649,0.3559865355491638,0.6902898550033569,1.024224877357483,0.01942274533212185,0.21096105873584747,0.7869001626968384,1.0049407482147217,-0.02785280905663967,0.16500988602638245,0.691726565361023,1.0405714511871338,-0.0009111339459195733,0.19762805104255676,0.7896684408187866,1.0241806507110596,-0.038826070725917816,0.16499227285385132,0.6978709697723389,1.0364313125610352,0.01764616183936596,0.1975569725036621,0.7863740921020508,1.0173102617263794,-0.02522817626595497,0.1696089506149292,0.6991062760353088,1.0300755500793457,0.021672045812010765,0.20810255408287048,0.7819534540176392,1.0101503133773804,-0.026639875024557114,0.1835242658853531,0.6768063306808472,0.6470678448677063,0.030771899968385696,0.8835602402687073,0.7148870229721069,0.627411425113678,-0.030943457037210464,0.8771578073501587,0.6437898874282837,0.7569035887718201,-0.2668505012989044,0.41266971826553345,0.652483344078064,0.7779222130775452,-0.24680893123149872,0.3692622780799866,0.5802851915359497,0.8987323045730591,-0.5182401537895203,0.22041821479797363,0.6317265033721924,0.9152679443359375,-0.4803199768066406,0.19753238558769226,0.5645758509635925,0.8945081233978271,-0.5448347926139832,0.3250381350517273,0.6330475807189941,0.9136751294136047,-0.5031657814979553,0.33168408274650574,0.610550582408905,0.9775899648666382,-0.6606761813163757,0.1701640486717224,0.6378833055496216,1.0103156566619873,-0.6173898577690125,0.1485223025083542
fallingdown,0.7035907506942749,0.6649829745292664,0.6202552318572998,0.9033059477806091,0.7016836404800415,0.657018780708313,0.6283812522888184,0.91011643409729,0.6989960074424744,0.6562098264694214,0.6284379959106445,0.913603663444519,0.6962448358535767,0.6556119322776794,0.6284018754959106,0.9151285886764526,0.7092986106872559,0.6584389805793762,0.6274415254592896,0.9064907431602478,0.7117260694503784,0.6584910750389099,0.6275376081466675,0.901206374168396,0.7141971588134766,0.6587793827056885,0.6274644136428833,0.9070210456848145,0.6919831037521362,0.6584810614585876,0.5795069932937622,0.9283369183540344,0.7157076001167297,0.6633893251419067,0.5753197073936462,0.931019127368927,0.6973428130149841,0.6704438328742981,0.5953812599182129,0.9340624809265137,0.7056484222412109,0.6713821291923523,0.5941477417945862,0.933106541633606,0.6461886167526245,0.6973610520362854,0.43804115056991577,0.9951874017715454,0.732725977897644,0.70118248462677,0.4245232939720154,0.9923226237297058,0.6190415620803833,0.7830526828765869,0.36238306760787964,0.40187254548072815,0.7542844414710999,0.7850593328475952,0.32268914580345154,0.3723090589046478,0.6228038668632507,0.8453576564788818,0.32182857394218445,0.1994825303554535,0.7638229131698608,0.8703182339668274,0.3119763731956482,0.21428638696670532,0.619490385055542,0.8564943075180054,0.31652313470840454,0.1950864940881729,0.7712738513946533,0.8890836238861084,0.31059378385543823,0.23067890107631683,0.6293042302131653,0.8586100935935974,0.3245910406112671,0.19488738477230072,0.7670314908027649,0.89100182056427,0.31992167234420776,0.22948966920375824,0.6299810409545898,0.8537124991416931,0.32336241006851196,0.20198006927967072,0.7633042335510254,0.8855283260345459,0.31548652052879333,0.22668935358524323,0.6523720026016235,0.7951269745826721,0.0016291262581944466,0.9230159521102905,0.7075501680374146,0.7902109026908875,-0.0018653804436326027,0.9186270833015442,0.6435014605522156,0.8990591168403625,-0.13617636263370514,0.5102150440216064,0.7256482839584351,0.8891071081161499,-0.10678759962320328,0.4775872826576233,0.6388978958129883,0.9399051666259766,-0.4265444874763489,0.33009079098701477,0.7712962627410889,0.9667627215385437,-0.45392847061157227,0.31637924909591675,0.637215793132782,0.9533452391624451,-0.4654730260372162,0.43801000714302063,0.7834997177124023,0.9862112402915955,-0.4945531487464905,0.4613608121871948,0.6274362802505493,0.9671676158905029,-0.5120052099227905,0.2732956111431122,0.7933494448661804,1.0122075080871582,-0.5544010996818542,0.28765419125556946
fallingdown,0.6652823090553284,0.7429438829421997,0.6555582880973816,0.9047046899795532,0.6666818261146545,0.7420997619628906,0.6700980067253113,0.8938645124435425,0.667955756187439,0.7420527935028076,0.6701918244361877,0.8967320919036865,0.6715970635414124,0.7418474555015564,0.6699857711791992,0.8999131321907043,0.660681962966919,0.7439512610435486,0.6659951210021973,0.9018075466156006,0.6595733761787415,0.7447856664657593,0.6658763289451599,0.8983170390129089,0.6604706645011902,0.7554322481155396,0.6657377481460571,0.9054678678512573,0.6731916666030884,0.747370719909668,0.6409587860107422,0.9066368937492371,0.6563922166824341,0.7672944664955139,0.6248334050178528,0.9204003214836121,0.668266236782074,0.7499358057975769,0.6355671286582947,0.9298306703567505,0.6618741154670715,0.7518648505210876,0.6298462152481079,0.9296651482582092,0.7093275189399719,0.7602694034576416,0.4864157736301422,0.9960401654243469,0.6342042088508606,0.791147768497467,0.4849879741668701,0.9944165945053101,0.753350019454956,0.7923793196678162,0.39615562558174133,0.39084163308143616,0.614186704158783,0.855915367603302,0.3923986554145813,0.3985651135444641,0.7731606960296631,0.8577597141265869,0.31836211681365967,0.23155094683170319,0.6055154800415039,0.9236840605735779,0.34984689950942993,0.27245256304740906,0.7811791896820068,0.8733187913894653,0.31126800179481506,0.2317453920841217,0.6028580665588379,0.9450685977935791,0.35548096895217896,0.30995526909828186,0.7753453850746155,0.8674728870391846,0.30510368943214417,0.22932684421539307,0.6068394184112549,0.9387066960334778,0.34355640411376953,0.30049964785575867,0.7703218460083008,0.866560697555542,0.3138515055179596,0.23663230240345,0.6120218634605408,0.9309847354888916,0.3470156192779541,0.28929969668388367,0.6983926892280579,0.8156262636184692,-0.004854738712310791,0.9494186639785767,0.6463718414306641,0.8323522210121155,0.004656009841710329,0.9465609192848206,0.7258412837982178,0.8842669129371643,-0.2181025743484497,0.641068160533905,0.6284193396568298,0.9079462885856628,-0.251609742641449,0.6064335703849792,0.7440725564956665,0.9364292025566101,-0.5769833326339722,0.3994331359863281,0.6341609954833984,0.9541454315185547,-0.6050795316696167,0.42607438564300537,0.7447656989097595,0.9689058661460876,-0.6263148784637451,0.5841922163963318,0.6432837247848511,0.981986939907074,-0.6492124795913696,0.6255151629447937,0.747044563293457,0.9148848652839661,-0.6857901215553284,0.3681239187717438,0.6181253790855408,0.9359217882156372,-0.7060794830322266,0.4063493013381958
fallingdown,0.6638622879981995,0.7430930733680725,0.6499024629592896,0.9426208734512329,0.661620557308197,0.7404337525367737,0.6613427400588989,0.9345134496688843,0.6613137722015381,0.7405413389205933,0.661582887172699,0.9370687007904053,0.6616868376731873,0.7406300902366638,0.6615332365036011,0.9385445713996887,0.6631754636764526,0.7404549717903137,0.6682261824607849,0.9388684630393982,0.6629524827003479,0.7408276200294495,0.6681856513023376,0.9372929930686951,0.6617486476898193,0.7465108036994934,0.6680557131767273,0.9416037797927856,0.6647962331771851,0.7473210096359253,0.6186720728874207,0.9433737397193909,0.6637473106384277,0.7573944330215454,0.6436542868614197,0.951533854007721,0.6663943529129028,0.7484263777732849,0.6200460195541382,0.9580260515213013,0.668006420135498,0.7488887906074524,0.626908540725708,0.9576534628868103,0.6914259791374207,0.7754035592079163,0.408790647983551,0.9972054958343506,0.6633936762809753,0.7730137705802917,0.5038260221481323,0.9959067106246948,0.7363420128822327,0.8279602527618408,0.2344776690006256,0.4735312759876251,0.6548054814338684,0.8194167017936707,0.3362218737602234,0.26674792170524597,0.7686995267868042,0.8825733661651611,0.13694575428962708,0.37511488795280457,0.6614691019058228,0.8960298895835876,0.2318946123123169,0.3392910063266754,0.7789524793624878,0.885248064994812,0.1307910531759262,0.3588939905166626,0.6610428094863892,0.9146278500556946,0.23303619027137756,0.44884344935417175,0.7734523415565491,0.891869843006134,0.13714784383773804,0.3505536913871765,0.6620747447013855,0.9062609076499939,0.2501240372657776,0.4179222583770752,0.7645321488380432,0.8897078037261963,0.13664445281028748,0.38944756984710693,0.663509726524353,0.9005271196365356,0.23767690360546112,0.41485679149627686,0.6868305206298828,0.8115922808647156,-0.021563798189163208,0.9690854549407959,0.6722018718719482,0.8185288906097412,0.02121281810104847,0.9679921865463257,0.6875002980232239,0.8965988159179688,-0.10287453979253769,0.7551460266113281,0.6715471744537354,0.9018965363502502,-0.12939909100532532,0.7351656556129456,0.6808278560638428,0.9519205093383789,-0.400646448135376,0.4017437994480133,0.6901143193244934,0.9443872570991516,-0.37872961163520813,0.40035003423690796,0.6809559464454651,0.9613275527954102,-0.44110527634620667,0.6641334891319275,0.6969596743583679,0.9457890391349792,-0.4136713445186615,0.6994185447692871,0.6654354333877563,0.9706702828407288,-0.48194894194602966,0.4976411461830139,0.6842647790908813,0.972216784954071,-0.4584549069404602,0.5119300484657288
fallingdown,0.6676796674728394,0.7454226613044739,0.5033382177352905,0.8934576511383057,0.6626360416412354,0.7439604997634888,0.49975699186325073,0.8857254981994629,0.6590679287910461,0.7448021769523621,0.4998665452003479,0.8867535591125488,0.6566303968429565,0.7456048727035522,0.4998161196708679,0.900868833065033,0.6683511734008789,0.742804229259491,0.5008924007415771,0.8854562640190125,0.6704981327056885,0.7428797483444214,0.5010536909103394,0.8770361542701721,0.6722509860992432,0.7433041930198669,0.5009349584579468,0.8932311534881592,0.6545121073722839,0.7517300844192505,0.4346741735935211,0.8870832920074463,0.6758201122283936,0.7495936751365662,0.4467995762825012,0.9019750952720642,0.6651930809020996,0.751917839050293,0.47563767433166504,0.9002898931503296,0.6725910902023315,0.7519444227218628,0.4778751730918884,0.8951929211616516,0.6334468722343445,0.7712899446487427,0.2995278239250183,0.9966059327125549,0.7064149975776672,0.7669360041618347,0.3183085024356842,0.995202898979187,0.6109570264816284,0.8116017580032349,0.20063617825508118,0.43288370966911316,0.749170184135437,0.7898761034011841,0.20427565276622772,0.24705028533935547,0.6333305835723877,0.8630853891372681,0.10589438676834106,0.3061045706272125,0.7799199819564819,0.8587544560432434,0.1583152562379837,0.2686862349510193,0.6342136263847351,0.8700903058052063,0.08347846567630768,0.28912824392318726,0.7894550561904907,0.8712435960769653,0.14924535155296326,0.3599409759044647,0.6407611966133118,0.8724237680435181,0.09760420024394989,0.2824656665325165,0.773866593837738,0.8775326013565063,0.1581614911556244,0.33188676834106445,0.6427589058876038,0.8714457750320435,0.10788967460393906,0.31348928809165955,0.7789285182952881,0.8714028596878052,0.1602608561515808,0.32657819986343384,0.656707227230072,0.8350861668586731,-0.010717658326029778,0.97718745470047,0.7039505839347839,0.8202230930328369,0.010286555625498295,0.976360559463501,0.6404975652694702,0.9056786894798279,0.042462438344955444,0.7630115151405334,0.7242891192436218,0.8981180787086487,0.044190578162670135,0.7536966800689697,0.6268941760063171,0.9595229029655457,-0.15009213984012604,0.4473320543766022,0.7633930444717407,0.9593928456306458,-0.16802161931991577,0.43962427973747253,0.6303329467773438,0.9858733415603638,-0.1733996570110321,0.715239405632019,0.7680820226669312,0.9694675207138062,-0.19211068749427795,0.7506803870201111,0.6108720898628235,0.9936477541923523,-0.18501779437065125,0.46940866112709045,0.7728654742240906,0.9847132563591003,-0.2106281965970993,0.480765163898468
fallingdown,0.6633215546607971,0.7437816858291626,0.5275965929031372,0.8595147728919983,0.6619996428489685,0.7432209253311157,0.5256928205490112,0.8524841666221619,0.6591688990592957,0.7437779903411865,0.525765061378479,0.8569830060005188,0.6567419767379761,0.7439097166061401,0.5257293581962585,0.8747827410697937,0.6648751497268677,0.7424805164337158,0.5262899398803711,0.8629498481750488,0.6674308776855469,0.7425115704536438,0.5264071822166443,0.8601170182228088,0.6690486073493958,0.7426396608352661,0.5262869596481323,0.8795226812362671,0.655436635017395,0.7488699555397034,0.46940502524375916,0.8504914045333862,0.6736372709274292,0.747239351272583,0.4700653553009033,0.8798449635505676,0.6646583080291748,0.7489073276519775,0.5008423328399658,0.8710421919822693,0.6676907539367676,0.7493641376495361,0.5017461180686951,0.8582168221473694,0.6396602988243103,0.7622230052947998,0.33684056997299194,0.9959362149238586,0.7098623514175415,0.7642390131950378,0.3457013666629791,0.9938278198242188,0.615182638168335,0.7973902821540833,0.23916712403297424,0.4867054224014282,0.7496136426925659,0.7791231870651245,0.23838356137275696,0.20167867839336395,0.6159611344337463,0.838575005531311,0.16356608271598816,0.2730610966682434,0.7718574404716492,0.8453694581985474,0.19170796871185303,0.18291960656642914,0.6193686723709106,0.851466178894043,0.14100883901119232,0.2469518482685089,0.7776535749435425,0.8548811674118042,0.20815987884998322,0.25475379824638367,0.6150447726249695,0.8488337397575378,0.15917368233203888,0.23899319767951965,0.7703885436058044,0.8591808676719666,0.20432043075561523,0.22972255945205688,0.6279082894325256,0.8509678244590759,0.1672549843788147,0.2609453499317169,0.767378032207489,0.8560841083526611,0.19613872468471527,0.2230672985315323,0.6616966128349304,0.8250896334648132,-0.012137573212385178,0.9798755049705505,0.7011896967887878,0.8159502744674683,0.011813223361968994,0.9823230504989624,0.6508337259292603,0.8986240029335022,-0.05389326810836792,0.8030273914337158,0.7086411714553833,0.8948324918746948,-0.021734822541475296,0.8068088293075562,0.6300817131996155,0.9672908782958984,-0.30763450264930725,0.40951263904571533,0.7395462989807129,0.9733721613883972,-0.3002113997936249,0.39545774459838867,0.6357932686805725,0.9960542321205139,-0.33803579211235046,0.6982803344726562,0.7431589365005493,0.9893274307250977,-0.3322693705558777,0.7550238370895386,0.6063028573989868,0.9816045165061951,-0.3567527234554291,0.409665048122406,0.7467442154884338,0.9921051263809204,-0.354255735874176,0.43165597319602966
